Title,Distributor,Release Date,Rating,Genre1,Genre2,Genre3,Country1,Country2,Country3,Director1,Director2,Director3,Actor1,Actor2,Actor3,"Lifetime
Gross","Preview
Gross","Opening
Day","Opening
Day
Gross","Opening
Day
Screens","Opening
Day
Theatres","Opening
Weekend
Gross","Opening
Weekend
Screens","Opening
Weekend
Theatres","Opening
Week
Gross","Opening
Week
Screens","Opening
Week
Theatres","% of
Opening
Weekend
to Week"
Thanga Magan,MKS Retail,18/12/2015,M,Comedy,,,India,,,Velraj,,,Dhanush,Samantha Ruth Prabhu,Amy Jackson,90128,,Friday,21460,9,,60874,9,,78595,9,,77%
Serial (Bad) Weddings,Moving Story Entertainment,18/12/2015,M,Comedy,,,France,,,Philippe de Chauveron,,,Christian Clavier,Chantal Lauby,Ary Abittan,50806,,Friday,352,3,,4901,3,,4901,3,,100%
Pasanga 2,MKS Retail,18/12/2015,PG,Drama,Family,,India,,,Pandiraj,,,NISHESH,BABY VAISHNAVI,,49510,,Friday,2448,6,,24717,9,,37667,9,,66%
Royal Opera: La Traviata,Palace,18/12/2015,EX,Special Event,Opera,,UK,,,Richard Eyre,,,,,,14394,,Friday,2826,9,,11657,9,,14394,9,,81%
La Scala: La Traviata,Palace,18/12/2015,EX,Special Event,Opera,Live,Italy,,,Dmitri Tcherniakov,,,,,,2960,,Friday,686,2,,2363,2,,2960,2,,80%
Silent Night,Independent,18/12/2015,R18+,Comedy,Horror,Mystery,USA,,,Steven C. Miller,,,Malcolm McDowell,Jaime King,Donal Logue,376,,Friday,,,,,,,,,,
Star Wars: The Force Awakens,Walt Disney,17/12/2015,M,Action,Adventure,Sci-fi,USA,,,J.J. Abrams,,,Harrison Ford,Mark Hamill,Carrie Fisher,94052876,,Thursday,9452810,941,,27254820,941,,38541567,941,,71%
Mojin-The Lost Legend,China Lion Film,17/12/2015,M,Action,Adventure,Horror,China,New Zealand,,Wuershan,,,Angelababy,Shu Qi,Chen Kun,823036,,Thursday,29450,15,,202679,16,,363472,16,,56%
Surprise - Journey to the West,Magnum,17/12/2015,M,Adventure,Comedy,Fantasy,China,,,Xiaoxing Yi,,,Ke Bai,Winston Chao,,194622,,Thursday,26122,10,,109466,10,,151580,10,,72%
Royal Ballet: Quadruple Bill,Palace,11/12/2015,EX,Special Event,Opera,Live,UK,,,,,,,,,13961,,Friday,2680,10,,11042,10,,13961,10,,79%
Inside Men,Dreamwest Pictures,10/12/2015,MA15+,Action,Drama,Crime,South Korea,,,Min-ho Woo,,,Byung-hun Lee,Seung-woo Cho,Yun-shik Baek,229377,,Thursday,16630,13,,76817,13,,130574,13,,59%
"Second Chance, A",ABS-CBN,10/12/2015,M,Drama,,,Philippines,,,Cathy Garcia-molina,,,Bea Alonzo,John Lloyd Cruz,,82448,,Thursday,16293,11,,55997,11,,73241,11,,76%
Mississippi Grind,Madman,10/12/2015,M,Drama,,,USA,,,Anna Boden,Ryan Fleck,,Ben Mendelsohn,Yvonne Landry,Anthony Howard,49370,,Thursday,1042,2,,8728,2,,13728,2,,64%
Yowamushi Pedal The Movie,Madman,5/12/2015,G,Animated,,,Japan,,,,,,,,,8228,,Saturday,4876,6,,8228,6,,8228,6,,100%
La Scala: Gala des Étoiles,Palace,4/12/2015,EX,Special Event,Ballet,Live,Italy,,,,,,,,,12131,,Friday,2162,10,,8641,10,,12131,10,,71%
"Night Before, The",Sony,3/12/2015,M,Adventure,Comedy,Fantasy,USA,,,Jonathan Levine,,,Anthony Mackie,Joseph Gordon-Levitt,Lizzy Caplan,2698927,,Thursday,135799,182,,777230,182,,1159852,182,,67%
In the Heart of the Sea,Roadshow,3/12/2015,M,Action,Adventure,Drama,USA,Spain,Australia,Ron Howard,,,Chris Hemsworth,Ben Whishaw,Cillian Murphy,2576952,,Thursday,157062,429,,876710,429,,1290149,429,,68%
Truth,Roadshow,3/12/2015,M,Drama,Biography,,USA,,,James Vanderbilt,,,Cate Blanchett,Robert Redford,Elisabeth Moss,501772,,Thursday,5429,10,,57974,10,,90260,10,,64%
Pheonix,Madman,3/12/2015,M,Drama,,,Germany,Poland,,Christian Petzold,,,Nina Hoss,Ronald Zehrfeld,Nina Kunzendorf,406546,,Thursday,4429,11,,43438,11,,63907,11,,68%
Fall In Love Like A Star,China Lion Film,3/12/2015,PG,Romance,,,China,,,Tony Chan,,,Yunlong Zhang,,,86660,,Thursday,8574,11,,44038,11,,61232,11,,72%
Judge Singh LLB,BMG Films,3/12/2015,M,Drama,,,India,,,Atharv Baluja,,,Anita Devgan,Hardeep Gill,Ravinder Grewal,63475,,Thursday,607,4,,25708,12,,45367,12,,57%
"End of the Tour, The",Sony,3/12/2015,M,Drama,,,USA,,,James Ponsoldt,,,Jesse Eisenberg,Jason Segel,,62343,,Thursday,448,1,,2654,1,,4748,1,,56%
5 to 7,Becker,3/12/2015,M,Comedy,Drama,Romance,USA,,,Victor Levin,,,Olivia Thirlby,Anton Yelchin,Frank Langella,42610,30945,Thursday,1618,16,,9009,16,,14236,16,,63%
Tamasha,Mindblowing,27/11/2015,PG,Comedy,Drama,,India,,,Imtiaz Ali,,,Deepika Padukone,Ranbir Kapoor,,345547,,Friday,13384,21,,187324,22,,247849,22,,76%
Mukhtiar Chadha,Friends India,27/11/2015,M,Comedy,,,India,,,Gifty,,,Diljit Dosanjh,Yashpal Sharma,Kiran Juneja,132494,,Friday,29755,22,,101841,22,,121431,22,,84%
Inji Iduppazhagi (Size Zero),MKS Retail,27/11/2015,PG,Romantic Comedy,,,India,,,Prakash Kovelamudi,,,Anushka Shetty,,,37626,,Friday,5468,8,,22859,8,,29088,8,,79%
Hotel Transylvania 2,Sony,26/11/2015,PG,Adventure,Comedy,Family,USA,,,Genndy Tartakovsky,,,Adam Sandler,Selena Gomez,Mel Brooks,11974613,276421,Thursday,198747,414,,2179431,414,,2611611,414,,83%
Creed,Warner Bros.,26/11/2015,M,Drama,Special Event,Sport,USA,,,Ryan Coogler,,,Sylvester Stallone,Michael B. Jordan,Tessa Thompson,7021337,,Thursday,290547,188,,1711425,189,,2322840,189,,74%
Love The Coopers,eOne,26/11/2015,PG,Comedy,,,USA,,,Jessie Nelson,,,Olivia Wilde,Amanda Seyfried,John Goodman,1765778,3332,Thursday,55413,161,,392957,164,,577692,164,,68%
By the Sea,Universal,26/11/2015,MA15+,Drama,Romance,,USA,,,Angelina Jolie,,,Brad Pitt,Angelina Jolie,,303851,,Thursday,23133,52,,139228,52,,193882,52,,72%
"Program, The",Studiocanal,26/11/2015,M,Drama,Special Event,Biography,UK,France,,Stephen Frears,,,Ben Foster,Dustin Hoffman,Jesse Plemons,212144,,Thursday,8069,25,,59708,26,,86761,26,,69%
Crushed,Athabasca Film,26/11/2015,MA15+,Thriller,Mystery,,Australia,,,Megan Riakos,,,Les Hill,Roxane Wilson,Sarah Bishop,53436,,Thursday,4700,1,,6800,3,,10440,5,,65%
"Look of Silence, The",Madman,26/11/2015,M,Documentary,Biography,Crime,Denmark,India,Finland,Joshua Oppenheimer,,,,,,44125,,Thursday,153,1,,3532,1,,4898,1,,72%
Experimenter,Rialto,26/11/2015,M,Drama,Biography,History,USA,,,Michael Almereyda,,,Taryn Manning,Winona Ryder,Peter Sarsgaard,9726,,Thursday,350,3,,2159,3,,3553,3,,61%
Cat Sick Blues,Independent,26/11/2015,,Horror,,,Australia,,,Dave Jackson,,,Matthew C. Vaughan,Meg Spencer,Jeni Bezuidenhout,491,,Thursday,,,,,,,,,,
Florence and the Uffizi Gallery,Sharmill,21/11/2015,EX,Documentary,,,Italy,,,Luca Viotto,,,,,,168482,,Saturday,24845,16,,52895,16,,107925,16,,49%
Chhello Divas,Independent,20/11/2015,M,Comedy,,,India,,,Krishnadev Yagnik,,,Prapti Ajwalia,Janki Bodiwala,Mayur Chauhan,47498,,Friday,1103,2,,18371,6,,34053,6,,54%
"Hunger Games: Mockingjay Part 2, The",Roadshow,19/11/2015,M,Action,Adventure,Drama,USA,,,Francis Lawrence,,,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,30058745,,Thursday,2114077,618,,9851710,618,,12615280,618,,78%
Secret in Their Eyes,Roadshow,19/11/2015,M,Drama,Thriller,Mystery,USA,,,Billy Ray,,,Nicole Kidman,Julia Roberts,Chiwetel Ejiofor,1582215,,Thursday,89805,184,,600226,184,,835258,184,,72%
Our Times,Magnum,19/11/2015,M,Comedy,Romance,,Taiwan,,,Frankie Chen,,,Vivian Sung,Dino Lee,Talu Wang,509800,,Thursday,27741,13,,148302,13,,246737,13,,60%
99 Homes,Madman,19/11/2015,M,Drama,,,USA,,,Ramin Bahrani,,,Andrew Garfield,Laura Dern,Michael Shannon,313819,,Thursday,4158,15,,50067,16,,76679,16,,65%
"Crow's Egg, The",Transmission,19/11/2015,PG,Comedy,Drama,Family,India,,,M. Manikandan,,,Ramesh,J. Vignesh,Iyshwarya Rajesh,218944,1554,Thursday,2235,15,,19957,16,,32048,16,,62%
"Journey Through Time With Anthony, A",China Lion Film,19/11/2015,M,Drama,Romance,,China,,,Janet Chun,,,Baihe Bai,Liu Chang,Zhou Gangzi,122855,,Thursday,13897,9,,76799,9,,103184,9,,74%
Absolutely Anything,Icon,19/11/2015,M,Comedy,Sci-fi,,UK,,,Terry Jones,,,Simon Pegg,Kate Beckinsale,Robin Williams,86933,3914,Thursday,2926,20,,22823,20,,31390,20,,73%
5 Seconds Of Summer - How Did We End Up Here,Mushroom Pictures,19/11/2015,EX,Special Event,Music,Live,UK,,,Paul Caslin,David Soutar,,,,,16064,,Thursday,9792,1,,9792,1,,16064,1,,61%
Station to Station,Madman,15/11/2015,PG,Drama,,,USA,,,Doug Aitken,,,Beck,Jackson Browne,Cold Cave,6397,,Sunday,498,1,,498,1,,158,1,,315%
Paris Opera Ballet: ROBBINS/ MILLEPIED/ BALANCHINE,Palace,13/11/2015,EX,Special Event,Opera,Live,France,,,Jerome Robbins,,,,,,8782,,Friday,1426,8,,6070,8,,8782,9,,69%
Spectre,Sony,12/11/2015,M,Action,Adventure,Thriller,USA,UK,Austria,Sam Mendes,,,Daniel Craig,Naomie Harris,Ralph Fiennes,36188502,572693,Thursday,2130654,618,,11318848,618,,14440146,618,,78%
Prem Ratan Dhan Payo,Mindblowing,12/11/2015,M,Action,Drama,Romance,India,,,Suraj Barjatiya,,,Salman Khan,Sonam Kapoor,,913775,,Thursday,84538,28,,606365,36,,742406,36,,82%
He Named Me Malala,Fox,12/11/2015,PG,Documentary,,,USA,UAE,,Davis Guggenheim,,,Malala Yousafzai,Atal Yousafzai,Jon Stewart,280817,,Thursday,7269,38,,53175,38,,81670,38,,65%
Knight Of Cups,Roadshow,12/11/2015,M,Drama,Romance,,USA,,,Terrence Malick,,,Natalie Portman,Christian Bale,Imogen Poots,41390,,Thursday,1962,10,,9787,10,,15022,10,,65%
Everyday I Love You,ABS-CBN,12/11/2015,M,Drama,Romance,,Philippines,,,Mae Czarina Cruz,,,Gerald Anderson,Enrique Gil,,28362,,Thursday,6070,8,,19664,9,,24744,9,,79%
Vedalam,MKS Retail,10/11/2015,MA15+,Action,Drama,,India,,,Siva,,,Ajith Kumar,Lakshmi Menon,,169200,82624,Tuesday,64565,10,,82624,10,,82624,10,,100%
ThoongaaVanam,Mindblowing,10/11/2015,TBC,Drama,Crime,,India,,,Rajesh M. Selva,,,Kamal Haasan,Prakash Raj,Asha Sharath,64696,19922,Tuesday,11050,12,,19922,12,,19922,12,,100%
Ronaldo,Picturehouse,9/11/2015,PG,Documentary,Special Event,Biography,UK,,,Anthony Wonke,,,Cristiano Ronaldo,,,122577,117057,Monday,117057,31,,117057,31,,117057,31,,100%
National Theatre Live: Hamlet (Benedict Cumberbatch),Sharmill,7/11/2015,EX,Special Event,Play,Live,UK,,,Lyndsey Turner,,,Benedict Cumberbatch,,,359922,981,Saturday,83435,28,,181129,28,,249702,34,,73%
Royal Opera: The Marriage of Figaro,Palace,6/11/2015,EX,Special Event,Opera,Live,UK,,,David Mcvicar,,,,,,11930,,Friday,1515,8,,7574,8,,11930,10,,63%
Scout's Guide to the Zombie Apocalypse,Paramount,5/11/2015,MA15+,Comedy,Horror,,USA,,,Christopher Landon,,,Halston Sage,Tye Sheridan,Logan Miller,953995,,Thursday,87893,196,,485632,197,,629247,197,,77%
Man Up,Studiocanal,5/11/2015,M,Comedy,Romance,,UK,France,,Ben Palmer,,,Simon Pegg,Lake Bell,Olivia Williams,513289,,Thursday,27806,102,,187297,103,,255220,103,,73%
Ex-Files 2 - The Backup Strikes Back,Magnum,5/11/2015,PG,Comedy,,,China,,,Tian Yusheng,,,Amber Kuo,Zheng Kai,,197965,,Thursday,20749,9,,95952,9,,131964,9,,73%
Now Add Honey,Roadshow,5/11/2015,M,Comedy,,,Australia,,,Wayne Hope,,,Portia de Rossi,Lucy Fry,Angus Sampson,144152,7070,Thursday,17154,64,,80241,64,,101546,64,,79%
Freeheld,eOne,5/11/2015,M,Drama,Biography,Romance,USA,,,Peter Sollett,,,Julianne Moore,Ellen Page,Steve Carell,118324,,Thursday,6773,37,,41099,37,,57470,37,,72%
"Last Women Standing, The",China Lion Film,5/11/2015,PG,Comedy,Romance,,China,,,Luo Luo,,,Eddie Peng,Shu Qi,,103256,,Thursday,8529,10,,44191,10,,69383,11,,64%
Born To Dance,Vendetta,5/11/2015,M,Action,Drama,Special Event,New Zealand,,,Tammy Davis,Chris Graham,,Tia Maipi,Kherington Payne,John Tui,96368,,Thursday,8952,22,,50333,22,,64178,22,,78%
Tanna,Contact Films,5/11/2015,M,Adventure,Drama,Romance,Australia,Vanuatu,,Martin Butler,Bentley Dean,,Marie Wawa,Marceline Rofit,Mungau Dain,89701,,Thursday,1468,7,,10914,7,,17426,7,,63%
"Assassin, The",Vendetta,5/11/2015,PG,Action,Drama,History,Taiwan,China,France,Hou Hsiao-hsien,,,Satoshi Tsumabuki,Shu Qi,Chang Chen,63557,,Thursday,573,1,,6976,1,,10736,1,,65%
Pokemon the Movie: Hoopa and the Clash of Ages,Beyond Ent.,5/11/2015,G,Adventure,Family,Animated,Japan,,,Kunihiko Yuyama,,,Megumi Hayashibara,Inuko Inuyama,Mariya Ise,37764,,Thursday,4775,23,,30235,23,,30235,23,,100%
SM Town The Stage,Dreamwest Pictures,5/11/2015,G,Documentary,Special Event,Music,South Korea,,,Sung Sang Bae,,,,,,14413,,Thursday,2541,5,,9947,5,,13989,5,,71%
No Escape,Roadshow,5/11/2015,MA15+,Action,Thriller,,USA,,,John Erick Dowdle,,,Pierce Brosnan,Owen Wilson,Lake Bell,11860,,Thursday,500,10,,2441,10,,3581,10,,68%
Censored Voices,Moving Story Entertainment,30/10/2015,TBC,Documentary,,,Israel,USA,,Mor Loushy,,,,,,22446,,Friday,221,1,,221,1,,1140,1,,19%
MSG 2: The Messenger,Friends India,30/10/2015,MA15+,Comedy,Drama,,India,,,SINT GURMEET INSAN,,,CHARANPREET INSAN,Honeypreet Insan,,19744,,Friday,3652,5,,10477,5,,15933,5,,66%
Royal Ballet: Romeo and Juliet,Palace,30/10/2015,EX,Special Event,Ballet,Live,UK,,,Kenneth MacMillan,,,,,,15703,,Friday,1986,8,,11137,8,,15703,9,,71%
Main Aur Charles,Friends India,30/10/2015,M,Action,Drama,Biography,India,,,Prawaal Raman,,,Richa Chadda,Randeep Hooda,Adil Hussain,13947,,Friday,2876,10,,8691,10,,12499,10,,70%
"Dressmaker, The",Universal,29/10/2015,M,Comedy,Drama,,Australia,,,Jocelyn Moorhouse,,,Kate Winslet,Liam Hemsworth,Caroline Goodall,20289930,,Thursday,555438,384,,3166295,384,,4785167,384,,66%
"Last Witch Hunter, The",eOne,29/10/2015,M,Action,Adventure,Fantasy,USA,Canada,China,Breck Eisner,,,Vin Diesel,Rose Leslie,Elijah Wood,3427775,7364,Thursday,182798,181,,1101159,182,,1552013,182,,71%
Sleeping With Other People,Madman,29/10/2015,MA15+,Comedy,,,Belgium,USA,,Leslye Headland,,,Alison Brie,Jason Sudeikis,,184523,,Thursday,7816,35,,60263,35,,94565,35,,64%
"Witness, The",China Lion Film,29/10/2015,M,Drama,Thriller,,China,,,Ahn Sang-hoon,,,Han Lu,Mi Yang,,174507,,Thursday,13818,9,,87320,10,,122219,10,,71%
Mistress America,Fox,29/10/2015,MA15+,Comedy,,,USA,,,Noah Baumbach,,,Greta Gerwig,Lola Kirke,Nat Baldwin,164003,,Thursday,5648,20,,39736,20,,60856,20,,65%
Love,Indies,29/10/2015,R18+,Drama,Romance,,France,Belgium,,Gaspar Noé,,,Aomi Muyock,Karl Glusman,Klara Kristin,9944,,Thursday,1454,1,,4693,1,,5893,1,,80%
Stakes,Independent,29/10/2015,M,Action,Crime,,Australia,,,Richard Owen,,,Olivia Glynn,Kaily Smith,,8443,,Thursday,1007,2,,1585,2,,2188,2,,72%
Ed Sheeran: Jumpers For Goalposts,Screen Live,26/10/2015,EX,Special Event,Concert,Music,UK,,,Paul Dugdale,,,Ed Sheeran,,,115215,115215,Monday,73493,20,,115215,20,,115215,20,,100%
"Pigeon Sat on a Branch Reflecting on Existence, A",Madman,25/10/2015,M,Comedy,Drama,Black Comedy,Sweden,Norway,Denmark,Roy Andersson,,,Holger Andersson,Nils Westblom,Charlotta Larsson,88457,1281,Sunday,459,1,,1564,1,,2157,1,,73%
Hitting the Apex,Screen Live,24/10/2015,M,Documentary,,,USA,,,Mark Neale,,,Jorge Lorenzo,Jose Manuel Lorenzo,Marc Marquez,7269,,Saturday,4489,16,,7269,16,,7269,16,,100%
Shaandaar,Mindblowing,23/10/2015,M,Comedy,Drama,Romance,India,,,Vikas Bahl,,,Alia Bhatt,Shahid Kapoor,Kumud Pant,137859,,Friday,8100,13,,86569,15,,105577,16,,82%
Bas Ek Chance,Independent,23/10/2015,M,Drama,Family,,India,,,Kirtan Patel,,,Rajeev Mehta,Falguni Dave,Aditya Kapadia,5085,,Friday,45,1,,3902,4,,4979,5,,78%
Bridge of Spies,Fox,22/10/2015,M,Drama,Thriller,War,USA,Germany,,Steven Spielberg,,,Tom Hanks,Alan Alda,Amy Ryan,7854050,84010,Thursday,261472,299,,1764820,299,,2454366,299,,72%
Paranormal Activity: Ghost Dimension,Paramount,22/10/2015,M,Horror,Thriller,Mystery,USA,,,Gregory Plotkin,,,Chris J. Murray,Brit Shaw,Ivy George,3469453,,Thursday,239292,329,,1339249,329,,1671692,330,,80%
Burnt,Roadshow,22/10/2015,M,Comedy,Drama,,USA,UK,,John Wells,,,Bradley Cooper,Sienna Miller,Daniel Brühl,2825056,,Thursday,133866,246,,875800,246,,1252965,246,,70%
"Lobster, The",Sony,22/10/2015,MA15+,Comedy,Drama,Thriller,Greece,Iran,France,Yorgos Lanthimos,,,Ben Whishaw,Angeliki Papoulia,Jessica Barden,852818,,Thursday,8752,8,,65667,8,,100686,8,,65%
Alex & Eve,Magic Box Ent.,22/10/2015,M,Comedy,Romance,,Australia,,,Peter Andrikidis,,,Richard Brancatisano,Andrea Demetriades,Ryan O'Kane,563082,4186,Thursday,9604,31,,88385,32,,123032,32,,72%
Shareek,Friends India,22/10/2015,M,Drama,,,India,,,Navniat Singh,,,Jimmy Shergill,,,184231,,Thursday,8901,18,,84495,20,,131133,20,,64%
Naanum Rowdy dhaan,MKS Retail,22/10/2015,M,Comedy,Romance,,India,,,Vignesh Shivan,,,Anandraj,RJ Balaji,Nayanthara,83821,,Thursday,10406,6,,55613,7,,64583,7,,86%
10 Endrathukulla,Mindblowing,22/10/2015,MA15+,Action,Drama,,India,,,Vijay Milton,,,Samantha Ruth Prabhu,Vikram,,14299,144,Thursday,1062,6,,10768,8,,12584,8,,86%
Globe on Screen: A Midsummer Night's Dream,Arts Alliance Media,22/10/2015,EX,Special Event,Play,Live,UK,,,Dominic Dromgoole,,,,,,13576,,Thursday,5052,11,,11963,11,,12403,11,,96%
Back to the Future (30th Anniversary),Universal,21/10/2015,PG,Adventure,Comedy,Sci-fi,USA,,,Robert Zemeckis,,,Christopher Lloyd,Michael J. Fox,Thomas F. Wilson,104841,78348,Wednesday,78348,28,,78348,28,,78348,28,,100%
"Who: Live In Hyde Park, The",Arts Alliance Media,21/10/2015,EX,Special Event,Music,Live,UK,,,Chris Rule,,,,,,8384,7344,Wednesday,7344,26,,7344,26,,7344,26,,100%
Branagh Theatre Live: The Winter's Tale,Picturehouse,17/10/2015,EX,Special Event,Play,Live,UK,,,Kenneth Branagh,Rob Ashford,,Kenneth Branagh,,,336504,,Saturday,85496,38,,190212,38,,252242,38,,75%
Crimson Peak,Universal,15/10/2015,MA15+,Drama,Horror,Biography,USA,,,Guillermo Del Toro,,,Tom Hiddleston,Charlie Hunnam,Jessica Chastain,2050411,,Thursday,146441,199,,838563,199,,1105350,199,,76%
Legend,Studiocanal,15/10/2015,MA15+,Thriller,Biography,Crime,UK,France,USA,Brian Helgeland,,,Tom Hardy,Emily Browning,Taron Egerton,2049569,,Thursday,114639,194,,732630,194,,1009489,194,,73%
"Walk, The",Sony,15/10/2015,PG,Adventure,Drama,Thriller,USA,,,Robert Zemeckis,,,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,1258696,,Thursday,62259,461,,524973,461,,702921,461,,75%
Boruto: Naruto the Movie,Madman,15/10/2015,M,Action,Adventure,Animated,Japan,,,Hiroyuki Yamashita,,,Yûko Sanpei,Kokoro Kikuchi,Ryûichi Kijima,337800,,Thursday,37616,28,,208677,47,,253300,48,,82%
UNindian,Friends India,15/10/2015,M,Comedy,Drama,Romance,Australia,,,Anupam Sharma,,,Brett Lee,Tannishtha Chatterjee,,213114,2696,Thursday,14144,65,,107408,65,,144398,65,,74%
"Throne, The",Dreamwest Pictures,15/10/2015,M,Drama,History,,South Korea,,,Joon-ik Lee,,,Kang-ho Song,Ah In Yoo,Geun-young Moon,105400,,Thursday,8308,12,,45933,12,,71533,12,,64%
"Fool, A",China Lion Film,15/10/2015,M,Drama,,,China,,,Jianbin Chen,,,Jianjiang Chen,Wang Xuebing,Jiang Qinqin,22712,,Thursday,2661,5,,10332,5,,15081,5,,69%
Rudhramadevi,Mindblowing,15/10/2015,MA15+,Action,Biography,History,India,,,Gunasekhar,,,Anushka Shetty,Rana Daggubati,,3647,,Thursday,155,9,,2617,9,,3647,9,,72%
Eric Clapton: Live At Royal Albert Hall,Arts Alliance Media,14/10/2015,EX,Special Event,Music,Live,UK,,,Blue Leach,,,,,,20092,,Wednesday,16128,26,,3964,26,,3964,,,100%
Jazbaa,Friends India,9/10/2015,M,Drama,Thriller,,India,,,Sanjay Gupta,,,Irrfan Khan,Shabana Azmi,Aishwarya Rai Bachchan,84053,,Friday,17913,15,,49927,15,,66122,15,,76%
Black Mass,Warner Bros.,8/10/2015,MA15+,Drama,Thriller,Biography,USA,UK,,Scott Cooper,,,Dakota Johnson,Benedict Cumberbatch,Johnny Depp,2832800,,Thursday,179589,269,,1131050,269,,1511977,269,,75%
Miss You Already,eOne,8/10/2015,M,Comedy,Drama,,USA,UK,,Catherine Hardwicke,,,Toni Collette,Dominic Cooper,Drew Barrymore,2013882,17053,Thursday,97016,214,,577492,217,,837765,217,,69%
Goodbye Mr. Loser,China Lion Film,8/10/2015,M,Comedy,,,China,Hong Kong,,Da-Mo Peng,Fei Yan,,Allen Ai,Yuan Chang,,695661,,Thursday,78350,11,,345305,11,,426989,11,,81%
Learning to Drive,Madman,8/10/2015,M,Comedy,Drama,Romance,UK,USA,,Isabel Coixet,,,Patricia Clarkson,Ben Kingsley,Jake Weber,461459,,Thursday,13545,43,,104492,43,,155739,43,,67%
Ettiquette for Mistresses,ABS-CBN,8/10/2015,M,Drama,,,Philippines,,,Chito S Rono,,,Kim Chiu,,,60008,,Thursday,7921,1,,33616,9,,46945,9,,72%
Only The Dead,Transmission,7/10/2015,R18+,Documentary,Biography,History,Australia,Iraq,,Michael Ware,Bill Guttentag,,Michael Ware,,,28358,,Wednesday,781,1,,4068,1,,6520,1,,62%
Superchondriac,Madman,4/10/2015,M,Comedy,,,France,Belgium,,Dany Boon,,,Dany Boon,Kad Merad,Alice Pol,1522,,Sunday,1522,1,,1522,1,,1522,1,,100%
Harry Potter Marathon,Warner Bros.,3/10/2015,M,,,,,,,,,,,,,335782,,Saturday,,,,,,,,,,
Singh is Bling,Eros Australia,2/10/2015,M,Action,Comedy,Drama,India,,,Prabhudheva,,,Akshay Kumar,Rajpal Yadav,,276648,,Friday,56753,26,,159615,26,,225364,26,,71%
Puli,MKS Retail,2/10/2015,MA15+,Adventure,Fantasy,,India,,,Chimbudeven,,,Vijay,Sudeep,Shruti K. Haasan,188120,,Friday,43073,9,,166748,10,,178244,10,,94%
Talvar,Mindblowing,2/10/2015,M,Drama,Thriller,,India,,,Meghana Gulzar,,,Neeraj Kabi,Avika Gor,,42886,,Friday,5963,6,,20939,6,,33099,6,,63%
"Martian, The",Fox,1/10/2015,M,Adventure,Drama,Sci-fi,USA,Canada,Hungary,Ridley Scott,,,Matt Damon,Jessica Chastain,Kate Mara,27732589,,Thursday,1335749,582,,6088059,582,,8848391,582,,69%
"Intern, The",Warner Bros.,1/10/2015,M,Comedy,Drama,,USA,,,Nancy Meyers,,,Anne Hathaway,Rene Russo,Robert De Niro,9414319,,Thursday,404235,305,,1995925,305,,2995215,305,,67%
Macbeth,Transmission,1/10/2015,MA15+,Drama,War,,France,USA,UK,Justin Kurzel,,,Michael Fassbender,Marion Cotillard,Paddy Considine,505496,12444,Thursday,15140,31,,83391,31,,132148,31,,63%
Attack on Titan Part 2,Madman,1/10/2015,MA15+,Action,Sci-fi,,Japan,,,Shinji Higuchi,,,Kiko Mizuhara,Kanata Hongô,Nanami Sakuraba,125344,,Thursday,23267,27,,77852,31,,104809,31,,74%
Putuparri And The Rainmakers,Ronin,1/10/2015,M,Documentary,,,Australia,,,Nicole Ma,,,,,,111487,,Thursday,648,1,,4273,1,,38721,2,,11%
Simshar,Backlot Films,1/10/2015,M,Drama,,,Malta,,,Rebecca Cremona,,,Lotfi Abdelli,Jimi Busuttil,Sékouba Doucouré,55579,,Thursday,1062,12,,8320,12,,17125,12,,49%
"Wrecking Crew, The",Madman,1/10/2015,PG,Documentary,Special Event,Music,USA,,,Denny Tedesco,,,Lou Adler,HERB ALPERT,,15029,,Thursday,200,1,,2024,1,,3520,1,,58%
Arcade Fire: The Reflektor Tapes,Sharmill,1/10/2015,EX,Documentary,Special Event,Music,Canada,,,Kahlil Joseph,,,Arcade Fire,,,7656,,Thursday,3598,3,,7200,4,,7656,4,,94%
Roger Waters: The Wall,Picturehouse,29/09/2015,M,Documentary,Special Event,Music,UK,,,Sean Evans,Roger Waters,,Roger Waters,,,155592,151346,Tuesday,150518,72,,151346,72,,151346,72,,100%
Kis Kisko Pyaar Karoon,Friends India,25/09/2015,PG,Drama,,,India,,,Abbas Mustan,,,Kapil Sharma,Arbaaz Khan,,118424,,Friday,22346,25,,72906,25,,109251,25,,67%
Globe on Screen: Macbeth,Arts Alliance Media,25/09/2015,EX,Special Event,Play,Live,UK,,,Eve Best,,,,,,7025,,Friday,7025,4,,7025,4,,7025,,,100%
Pan,Warner Bros.,24/09/2015,PG,Adventure,Family,Fantasy,USA,,,Joe Wright,,,Cara Delevingne,Amanda Seyfried,Hugh Jackman,7346388,,Thursday,567268,470,,2090373,472,,3761748,472,,56%
Sicario,Roadshow,24/09/2015,MA15+,Action,Drama,Thriller,USA,Mexico,,Denis Villeneuve,,,Emily Blunt,Benicio Del Toro,Jon Bernthal,5382980,407099,Thursday,277184,228,,1685525,228,,2497981,228,,67%
"Visit, The",Universal,24/09/2015,M,Horror,Thriller,,USA,,,M. Night Shyamalan,,,Ed Oxenbould,Benjamin Kanes,Peter McRobbie,3022399,,Thursday,279276,180,,1155522,180,,1575296,180,,73%
